,State,County,Number of Farms,Land in Farms,Average Size of Farms,Farm Size 1-9 acres,Farm Size 10-49 acres,Farm Size 50-179 acres,Farm Size 180-499,Farm Size 500-999,Farm Size 1000+,Pastureland,Broilers and other meat-type chickens,Cattle and calves,Hogs and pigs,Sheep and lambs,Pastureland Acres,Chicken CH4 per Acre (Kg/Year),Cow CH4 per Acre (Kg/Year),Sheep CH4 per Acre (Kg/Year),Pig CH4 per Acre (Kg/Year),Chicken CO2 per Acre (Kg/Year),Cow CO2 per Acre (Kg/Year),Sheep CO2 per Acre (Kg/Year),Pig CO2 per Acre (Kg/Year),Chicken N2O per Acre (Kg/Year),Cow N2O per Acre (Kg/Year),Sheep N2O per Acre (Kg/Year),Pig N2O per Acre (Kg/Year)
575,South Carolina,Berkeley County,339,100277,296,58,132,75,30,26,18,4,4,1936,299,330,4011.08,9.972376517047778e-05,33.54508012804531,0.041136053132822085,0.8945221735791856,0.009645282567288612,9846.325677872293,49.3632637593865,47.48421871416177,1.4559669714889757e-05,84.5625617040797,4.804691005913619,22.582957707151188
577,Oklahoma,Wagoner County,1059,194466,184,107,456,281,115,66,34,38,281,33861,227,1603,73897.08,0.00038025859749803376,31.846177142588044,0.010846166046073809,0.036862078988777365,0.036778611550009825,9347.654873507858,13.015399255288571,1.9567620263209318,5.5517755234712934e-05,80.279859501891,1.2668321941814211,0.9306139024708417
581,Illinois,Brown County,419,141657,338,3,103,141,94,48,30,7,36,6123,29984,120,9915.99,0.0003630499829063967,42.91538212523409,0.006050833048439944,36.285635624884655,0.035114194346706686,12596.745256903245,7.260999658127933,1926.1624910876271,5.300529750433392e-05,108.18381220634552,0.7067373000577855,916.0611093799005
582,Arkansas,Van Buren County,611,127623,209,12,124,247,178,37,13,39,212110,27403,166,32,49772.97,0.42615499939023127,38.2639111148079,0.00032145961954852204,0.04002172263379099,41.21771154102317,11231.42139197239,0.38575154345822643,2.1244864431437382,0.06221862991097377,96.45808960164523,0.03754648356326737,1.0103817393255816
584,Georgia,Carroll County,867,85249,98,107,353,296,96,7,8,45,8520002,18600,68,384,38362.05,22.20945439568532,33.69736497397819,0.00500494629458019,0.021271021751965807,2148.098429150684,9891.0251146641,6.005935553496228,1.129136738000185,3.242580341770057,84.94645098476228,0.5845777272069662,0.5370046699798368
586,Oregon,Yamhill County,2138,169357,79,778,890,306,93,47,24,11,648173,21920,304,2695,18629.27,3.4793258136255476,81.77668797542792,0.07233241023400272,0.1958208775759866,336.52039269386296,24003.517046024885,86.79889228080327,10.394824917991956,0.5079815687893299,206.14785227762547,8.448425515331518,4.943661238470429
587,Connecticut,New Haven County,686,26938,39,299,263,96,25,1,2,9,2421,1499,442,317,2424.42,0.09985893533298687,42.97130860164493,0.06537646117421898,2.1877397480634544,9.65835622540649,12613.161085950454,78.45175340906279,116.13251829303503,0.014579404558616081,108.32479520875096,7.635970665148777,55.23131305631862
588,Georgia,Crawford County,192,35238,184,18,50,68,43,6,7,17,2894061,2857,21,36,5990.46,48.311164751955616,33.146285927958786,0.003004777596378241,0.04206688634929538,4672.655854809147,9729.269538566321,3.60573311565389,2.2330505503750966,7.053430053785521,83.55725603709898,0.3509580232569786,1.0620136016265862
589,Oregon,Umatilla County,1724,1352241,784,661,366,187,129,111,270,29,856,56415,72,6999,392149.89,0.00021828388119654962,9.998326150238114,0.008923883671113613,0.0022032391746941455,0.02111241698933028,2934.7604815087416,10.708660405336337,0.11695527952334756,3.1869446654696244e-05,25.204413547075074,1.04230961278607,0.05562260899779928
593,Georgia,Troup County,261,44795,172,22,100,72,48,15,4,24,24,5353,59,556,10750.8,0.00022323920080366118,34.60519217174536,0.025858540759757416,0.06585556423708004,0.021591695501730106,10157.495256166983,31.0302489117089,3.4958328682516653,3.259292331733453e-05,87.23495925884586,3.0202775607396664,1.6625785988019497
594,Pennsylvania,Cambria County,557,79341,142,48,158,250,76,12,13,6,349,8671,353,1340,4760.46,0.007331224293450633,126.59165290749213,0.14074270133558522,0.8898299744142373,0.7090760136625452,37157.837687954525,168.89124160270225,47.23514114182243,0.0010703587468437925,319.12025308478593,16.438747515996354,22.4644992290661
597,California,Trinity County,185,65800,356,43,76,40,17,5,4,65,903,2780,405,357,42770.0,0.002111292962356792,4.517418751461305,0.004173486088379705,0.11363104980126257,0.20420425531914896,1325.9761515080663,5.008183306055646,6.031914893617021,0.0003082487725040917,11.387795183539863,0.48746317512274967,2.868710544774374
598,California,Ventura County,2135,260102,122,963,711,260,119,35,47,41,941,5750,181,935,106641.82,0.0008823930424293209,3.7473572750352533,0.004383833659253002,0.02036724429496796,0.08534505506376391,1099.9437181398441,5.260600391103602,1.0811612179912156,0.00012882938419468083,9.446575461671603,0.5120317714007506,0.5141880549300452
599,Pennsylvania,Clinton County,267,40057,150,25,70,118,41,8,5,6,349,13197,9560,363,2403.42,0.014520974278320059,381.61931747260155,0.07551738772249544,47.7319819257558,1.4044686321991162,112014.87879771326,90.62086526699453,2533.772707225537,0.002120062244634729,962.0101355568314,8.820430885987468,1205.0336603673097
600,Tennessee,Sumner County,1428,160900,113,134,623,463,153,33,22,34,1514,37161,436,813,54706.0,0.002767520930062516,47.21035169816839,0.007430629181442621,0.0956385040032172,0.2676746243556466,13857.426973275326,8.916755017731145,5.076810587504113,0.0004040580557891274,119.01084341754103,0.8678974883924981,2.4144737323145544
604,Illinois,Vermilion County,1049,471468,449,139,269,247,123,123,148,1,520,7147,8342,425,4714.68,0.01102938057301874,105.35529452688199,0.0450719879185862,21.23240601695131,1.0667616890223726,30924.431774797016,54.08638550230344,1127.0868860664987,0.0016102895636607363,265.58629641884494,5.264408188890868,536.0297835696166
605,Illinois,Will County,801,216593,270,129,323,127,105,59,58,1,125,2592,15010,754,2165.93,0.005771192974842216,83.17166298079809,0.17405918012124125,83.1605822902864,0.5581897845267392,24412.97733537095,208.87101614548948,4414.440909909369,0.0008425941743269636,209.66439358612698,20.330112238160975,2099.458200403522
606,Alabama,Marion County,582,82605,142,38,140,276,111,12,5,34,6071859,14884,205,102,28085.7,21.619041006633267,36.83148363758069,0.0018158707100054475,0.08758905777673336,2090.99364616157,10810.967859088432,2.179044852006537,4.649519150314928,3.1563799869684575,92.84713573099476,0.21209369892863628,2.2112587544551143
607,California,San Bernardino County,1062,68228,64,669,227,99,43,8,16,39,1240,102856,302,1001,26608.92,0.004660091427987307,268.65021203416,0.018809481933126187,0.13619493012117742,0.45072404291493234,78855.60180571028,22.571378319751425,7.229680873932502,0.0006803733484861469,677.2304625666882,2.196947489789139,3.4383545066842247
608,California,Riverside County,2667,263796,99,1526,798,195,54,39,55,18,1547,65955,525,7681,47483.28,0.00325798891736207,96.5365598164238,0.0808811017267552,0.1326782817025277,0.3151126880872594,28335.91108280641,97.05732207210623,7.0430054537091795,0.0004756663819348622,243.35547165233743,9.446912681685006,3.349573786815064
610,Tennessee,Bradley County,778,84835,109,89,320,257,76,33,3,33,4148659,24082,180,487,27995.55,14.818994447331809,59.784465745448834,0.008697810902089797,0.07715511929574521,1433.2931429459325,17548.24606053462,10.437373082507756,4.095650915949142,2.163573189310444,150.70846616694436,1.0159043133640882,1.9478452825538346
615,Tennessee,Cocke County,645,65348,101,52,255,256,62,17,3,26,975378,12081,111,593,16990.48,5.740732457234875,49.41764446913801,0.017450949002029374,0.0783968434087795,555.2436432637571,14505.322980869287,20.941138802435248,4.1615657709493785,0.8381469387562919,124.57512677687743,2.0382708434370307,1.9791936425574792
616,Hawaii,Maui County,1408,248956,177,1010,252,75,23,16,32,65,1437,19091,1831,1559,161821.4,0.0008880160473213062,8.199314182178624,0.0048170390319203765,0.1357793221415709,0.08588891209691674,2406.705170020776,5.780446838304452,7.207619017015055,0.0001296503429089107,20.669350283707843,0.5626301589283,3.427862136899075
617,Tennessee,Anderson County,538,43462,81,58,234,197,36,12,1,30,74,7577,147,328,13038.6,0.0005675455953860077,40.387886736306044,0.012578037519365575,0.13529059868390778,0.05489300998573467,11854.861718282637,15.093645023238691,7.181675946804105,8.286165692635713e-05,101.81234181583912,1.4691147822618993,3.4155239059408213
619,Tennessee,Cannon County,728,89095,122,57,283,260,99,21,8,26,394,15030,48,357,23164.7,0.0017008638143381958,45.09382810914883,0.007705690123334211,0.0248654202299188,0.1645075481227903,13236.17400613865,9.246828148001054,1.3199393905381893,0.00024832611689337654,113.67537675860252,0.9000246064054359,0.6277482548878249
621,Illinois,White County,496,289457,584,14,159,149,51,37,86,2,19,3911,17665,65,5789.14,0.0003282007344786963,46.95248344313663,0.005613959931872437,36.61683773410213,0.03174357503877951,13781.736147337946,6.736751918246924,1943.7438030519213,4.7917307233889665e-05,118.3607927947847,0.6557105200427006,924.4225826288533
622,Illinois,Warren County,711,340985,480,79,123,182,113,108,106,6,80,21973,114463,2512,20459.1,0.0003910240430908496,74.64275065863113,0.06139077476526338,67.13667756646187,0.03781984544774697,21909.526812029857,73.66892971831606,3563.8386341530177,5.7089510291264046e-05,188.1641714444917,7.170442492582764,1694.921372396635
623,Alabama,Limestone County,1156,224822,194,165,438,351,126,35,41,15,2038192,22027,2209,824,33723.3,6.043868779152692,45.39521636376036,0.012217072469183026,0.7860440704201546,584.5629883196484,13324.63904778002,14.660486963019633,41.7258394048032,0.8824048417562931,114.43513535152252,1.4269540644005774,19.84433759448215
624,Pennsylvania,Clarion County,594,100344,169,51,99,302,108,23,11,11,65,12515,1125,903,11037.84,0.0005888833322461641,78.80097011734179,0.04090474223217586,1.2230653823574178,0.056956795894848984,23130.068926529104,49.08569067861103,64.92438738013959,8.597696650793997e-05,198.6464743101911,4.77767389271814,30.877304798764975
625,Tennessee,Rutherford County,1414,152946,108,198,600,414,151,32,19,31,1636,27540,792,1197,47413.26,0.0034505115235695673,40.36908662260304,0.012623051019904559,0.2004502537897626,0.3337334745596485,11849.343411526648,15.14766122388547,10.64056763867323,0.0005037746824411568,101.76494929899357,1.4743723591248523,5.060533698800715
626,California,Yuba County,764,179525,235,238,219,136,97,45,29,35,784,15440,168,1977,62833.75,0.001247737083971592,17.078083036584637,0.015731991167167326,0.03208466787355522,0.12068113076173236,5012.847394911174,18.878389400600792,1.7031611196212226,0.00018216961425985244,43.05151292100185,1.8374965683251439,0.8100041776911293
627,California,Sutter County,1157,380972,329,200,370,298,140,79,70,25,140,6875,446,4880,95243.0,0.00014699242988986067,5.016772886196361,0.025618680637947144,0.05619310605503817,0.014217107818947323,1472.5491637180685,30.742416765536575,2.9829173797549426,2.1460894763919662e-05,12.646598700166942,2.9922618985122265,1.4186417899478179
629,Pennsylvania,Carbon County,200,19498,97,32,74,63,26,3,2,4,300,1475,105,307,779.92,0.038465483639347625,131.43976305262078,0.19681505795466203,1.6155503128526003,3.7203815775977023,38580.88009026567,236.17806954559444,85.75879577392554,0.005615960611344753,331.34167606934045,22.98799876910453,40.785913939891266
630,Tennessee,Van Buren County,329,53182,162,15,109,138,38,27,2,39,107,11515,86,1328,20740.98,0.0005158869060189056,38.58508614347056,0.03201391641089283,0.04975656887958042,0.04989658155014855,11325.694350025891,38.4166996930714,2.6412445313577275,7.531948827876021e-05,97.26772794728119,3.7392254367922835,1.2561460451724074
631,Pennsylvania,Butler County,955,133954,140,82,304,370,146,40,13,9,1706,17379,919,1228,12055.86,0.014150794717257833,100.18700449408006,0.05092958942787988,0.9147418765645918,1.3686648650531774,29407.40851337026,61.11550731345586,48.55754794763708,0.0020660160287196434,252.55774370306221,5.948576045176371,23.093420958770256
632,Tennessee,Stewart County,389,73204,188,7,102,171,82,12,15,22,495,7135,197,91,16104.88,0.0030736025353805805,30.790822409108298,0.0028252306133296243,0.146787805932115,0.29727883722200976,9037.881685551212,3.3902767359955495,7.791986031563104,0.00044874597016556476,77.61945447591042,0.3299869356369002,3.7057804839278528
634,Georgia,Walker County,624,90761,145,63,217,195,121,18,10,34,7615875,17940,262,484,30858.74,24.679798980774976,40.40443647407509,0.007842186686818709,0.10188361546842158,2387.0301574205555,11859.719483037868,9.410624024182452,5.4083219211153795,3.603250651193147,101.85406144256049,0.9159674050204253,2.572136775513193
635,Georgia,Dade County,198,29054,147,17,66,86,24,2,3,20,1165650,3183,39,13,5810.8,20.060060576856888,38.07023129345357,0.0011186067322915948,0.08053968472499483,1940.209058993598,11174.57148757486,1.3423280787499139,4.2753149308184755,2.9287688442211057,95.96984924623115,0.1306532663316583,2.033291457286432
637,Georgia,Chattooga County,323,55263,171,19,100,113,67,20,4,29,2990056,11435,106,213,16026.27,18.657217181540062,49.58936171673134,0.006645339183727717,0.0793696848986071,1804.5260457985544,14555.726316853516,7.974407020473261,4.2132074400343935,2.723953708504849,125.00800248591842,0.7761756166593973,2.0037538366694183
638,Oregon,Union County,820,385152,470,218,230,137,99,52,84,51,222,24573,473,882,196427.52,0.00011301878677692415,8.694420720681094,0.002245102926514574,0.028896154673235197,0.010931177057064104,2552.031405782652,2.6941235118174887,1.5339042105709018,1.6500742869430925e-05,21.917446190839247,0.26222802181690225,0.7295075048547168
639,Arkansas,White County,1613,344368,213,123,428,622,289,91,60,24,870347,47116,199,829,82648.32,1.0530728271306664,39.6204302761387,0.005015225959825923,0.028893509269153926,101.85320384007805,11629.593922780281,6.018271151791106,1.5337637837042541,0.1537486327610773,99.8776889838777,0.5857783921076678,0.7294407194241818
641,Oregon,Morrow County,375,1126101,3003,52,63,36,25,39,160,47,79,149340,76,2877,529267.47,1.4926290482201751e-05,19.610368269941095,0.002717907450461673,0.0017231363189579743,0.0014436708154385535,5756.136873479113,3.261488940554008,0.09146981959801913,2.1792384104014555e-06,49.435057854585324,0.3174515902139234,0.04350201231902653
642,South Carolina,Barnwell County,369,74338,201,31,126,124,55,18,15,9,564440,4752,120,794,6690.42,8.436540605821458,49.363717076058,0.05933857665139109,0.21523312437784176,815.9822073950514,14489.493933116306,71.20629198166931,11.425291685723765,1.231734928449933,124.439183190293,6.930745752882481,5.433739585855596
643,Georgia,Stephens County,227,19509,86,27,77,89,33,1,0,47,5447330,9937,10,132,9169.23,59.40880531953065,75.31946521136453,0.0071979871810391935,0.013087249420071261,5746.019650505004,22108.15957283218,8.637584617247033,0.6947148233821161,8.673685576651474,189.87007633138228,0.8407249027453778,0.3303985176508823
645,Alabama,Talladega County,566,79500,140,43,196,216,85,20,6,34,849798,13529,274,266,27030.0,3.143906770255272,34.78599704032556,0.004920458749537551,0.1216426193118757,304.0786628190899,10210.566037735849,5.904550499445061,6.457195708472068,0.4590103884572697,87.69074361820199,0.574709581945986,3.070969293377728
647,Illinois,Clay County,732,294311,402,68,209,206,112,74,63,3,70,8514,51715,393,8829.33,0.0007928121386333957,67.01788244408127,0.022255369320208895,70.28619385615896,0.07668079004862204,19671.43599797493,26.706443184250674,3731.025457197771,0.00011575057224047581,168.9429209237847,2.599427136600399,1774.4335357269463
650,Alabama,Pike County,594,165682,279,27,130,200,152,54,31,20,5614367,24412,42,144,33136.4,16.943201434072503,51.20151857172173,0.002172837121715093,0.01520985985200565,1638.746442703492,15028.93494767084,2.607404546058111,0.8073900604772999,2.4737074093745854,129.07202955058486,0.2537873758163228,0.3839855868470926
652,Illinois,Champaign County,1214,582689,480,168,234,234,229,155,194,1,199,7300,10117,460,5826.89,0.0034152009047708127,87.0704612580639,0.03947217126117019,20.835128173004808,0.33031823150943296,25557.37280092811,47.36660551340423,1105.9980538503387,0.0004986193320965386,219.49273111385318,4.610349603304679,526.0001733343172
653,Oklahoma,Tillman County,456,556966,1221,14,33,96,114,58,141,34,75,55642,55,1425,189368.44,3.960533233520855e-05,20.42113775663991,0.003762506571844812,0.003485269245498352,0.0038306277434613707,5994.118132884233,4.515007886213774,0.1850097091152042,5.782378520940448e-06,51.47889690594695,0.43946076759147407,0.08798852649364382
654,Illinois,Perry County,572,184165,322,48,149,197,77,56,45,6,136,9456,452,71,11049.9,0.0012307803690531137,59.474927374908376,0.003212698757454819,0.4908641707164771,0.11904107729481714,17457.388754649364,3.8552385089457823,26.05670639553299,0.00017969393388175462,149.9281622458122,0.3752432148707228,12.392275043213061
656,Alabama,Crenshaw County,543,114337,211,33,120,210,132,26,22,23,8578086,21879,75,84,26297.51,32.61938487712335,57.8226037370078,0.0015971093841203978,0.03422377251686567,3154.9469053153707,16972.39016165409,1.9165312609444773,1.8167119244369525,4.762430192060009,145.76288021185275,0.18654237606526244,0.8640076569987045
